resonance_radical_smiles,closed_shell_smiles
C=CCC[C]1C=CC=CC1,C=CCCC1C=CC=CC1
C=C=CCO[O],C=C=CCOO
[CH2]C(C=C)CC(=C)C,C=CC(C)CC(=C)C
C=C1[CH]CC1C,C=C1CCC1C
[CH2]C1=CCC1C,CC1=CCC1C
CC=C=CO[O],CC=C=COO
C=[C]CC,C=CCC
CC=CC[C]1C=CC=C(CC=CC)C1,CC=CCC1=CC=CC(CC=CC)C1
CC=CCC1=C[CH]C=C(CC=CC)C1,CC=CCC1=CCC=C(CC=CC)C1
[CH]=C(C)C,C=C(C)C
[CH2]C(=C)C=C,C=CC(=C)C
CC(C)=[C]C1OO1,CC(C)=CC1OO1
[CH2]C#CC=O,CC#CC=O
C=C=[C]C=O,C=C=CC=O
C=C=C=C[O],C=C=C=CO
[CH2]C(=C=C)OO,C=C=C(C)OO
C=[C]C(=C)OO,C=CC(=C)OO
[CH]1C=CCC2CC12,C1=CCC2CC2C1
[CH]1C=CC2CC2C1,C1=CC2CC2CC1
[CH]=CC(=O)C=C,C=CC(=O)C=C
CC=CCC1(C2[CH]C=CC2)C=CCC1,CC=CCC1(C2CC=CC2)C=CCC1
CC=CCC1(C2C=C[CH]C2)C=CCC1,CC=CCC1(C2C=CCC2)C=CCC1
C=C[CH]C=CC=C,C=CC=CCC=C
[CH2]C=CC=CC=C,C=CC=CC=CC
[CH]1CC=CC1C1C=CCCC1,C1=CC(C2C=CCC2)CCC1
C=C(C)CC1[CH]CC=C1,C=C(C)CC1C=CCC1
OC1C=[C]C1,OC1C=CC1
C=C1[CH]CC=C1,C=C1C=CCC1
[CH2]C1=CCC=C1,CC1=CCC=C1
[CH2]C1CC(C)=C1C,CC1=C(C)C(C)C1
[CH]=CCC,C=CCC
[CH]1CCC2C3C=CC(C3)C12,C1=CC2CC1C1CCCC21
C=[C]C1(C)OO1,C=CC1(C)OO1
C[C]1CC1,CC1CC1
[C]1=CC=CO1,C1=COC=C1
C=[C]C=C=O,C=CC=C=O
C=C=C[C]=O,C=C=CC=O
C=[C]C,C=CC
[C]1=COC=C1,C1=COC=C1
C1=C[CH]OC=1,C1=CCOC=1
[CH]1CCC=CC1OOC1C=CCC=C1,C1=CC(OOC2C=CCCC2)C=CC1
CC1=[C]COO1,CC1=CCOO1
C#CC[C]=O,C#CCC=O
C#CC([CH2])=O,C#CC(C)=O
C#CC(=C)[O],C#CC(=C)O
CC1[C]=COO1,CC1C=COO1
C=C1[CH]CC1,C=C1CCC1
[CH2]C1=CCC1,CC1=CCC1
C#CC(=O)C[CH2],C#CC(=O)CC
[CH2]C=C=CCC,CC=C=CCC
C=C[C]=CCC,C=CC=CCC
C=C=CO[O],C=C=COO
C=C=C(C)C[C](C)C(=C)C,C=C=C(C)CC(C)C(=C)C
[CH2]C(C)=C(C)CC(C)=C=C,C=C=C(C)CC(C)=C(C)C
[CH]1C=CC=C1,C1=CCC=C1
[CH2]C(C=C)OOC1C=CC=CC1,C=CC(C)OOC1C=CC=CC1
[CH]=CC,C=CC
C=C1[CH]C=CC=CC1,C=C1CC=CC=CC1
[CH2]C1=CC=CC=CC1,CC1=CC=CC=CC1
C=C1C=C[CH]C=CC1,C=C1C=CCC=CC1
C=C1C=CC=C[CH]C1,C=C1C=CC=CCC1
[CH]=C(C)C(C)=CC,C=C(C)C(C)=CC
[CH2]CC(=C)C=C,C=CC(=C)CC
C#CCO[O],C#CCOO
[CH2]C=CCC1=CC=CCC1,CC=CCC1=CC=CCC1
C=C[CH]CC1=CC=CCC1,C=CCCC1=CC=CCC1
C=C(C)[C]1CC1,C=C(C)C1CC1
[CH2]C(C)=C1CC1,CC(C)=C1CC1
C=C[C]1CC1C,C=CC1CC1C
[CH2]C=C1CC1C,CC=C1CC1C
CC=[C]C1OO1,CC=CC1OO1
[CH2]C(C=C)OOC1C=CCC=C1,C=CC(C)OOC1C=CCC=C1
C=C1[CH]O1,C=C1CO1
[CH2]C1=CO1,CC1=CO1
[CH2]C=CCC1C=CC=CC1,CC=CCC1C=CC=CC1
C=C[CH]CC1C=CC=CC1,C=CCCC1C=CC=CC1
C#CC[O],C#CCO
C=C=CCC(C=C)O[O],C=C=CCC(C=C)OO
[CH]1CC=CC1OOC1C=CC=CC1,C1=CCC(OOC2C=CCC2)C=C1
C#C[C](C)C,C#CC(C)C
[CH]=C=C(C)C,C=C=C(C)C
[CH]=CC=C=O,C=CC=C=O
C=C=C[CH]C,C=C=CCC
C=[C]C=CC,C=CC=CC
[CH]1CCC=CCC1CC1=CC=CCC1,C1=CCCC(CC2CC=CCCC2)=C1
[CH2]C(C)=C=C,C=C=C(C)C
C=[C]C(=C)C,C=CC(=C)C
C=CC1CC12[CH]C=CCC2,C=CC1CC12CC=CCC2
C=CC1CC12C=C[CH]CC2,C=CC1CC12C=CCCC2
[CH]1CC=CC1OOC1C=CCC=C1,C1=CC(OOC2C=CCC2)C=CC1
[CH2]C=C=CC,CC=C=CC
C=C[C]=CC,C=CC=CC
C=C=CC(C)[CH]C,C=C=CC(C)CC
C=C1[CH]C=CC2CC12,C=C1CC=CC2CC12
[CH2]C1=CC=CC2CC12,CC1=CC=CC2CC12
C=C1C=C[CH]C2CC12,C=C1C=CCC2CC12
[CH]1C=CC(C2=CC=CCC2)C1,C1=CCCC(C2C=CCC2)=C1
[CH]1C=CCC1C1=CC=CCC1,C1=CCCC(C2CC=CC2)=C1
[CH]1CC1,C1CC1
[CH2]C1C=CC=CC1,CC1C=CC=CC1
[CH2]C1(C=C)CC1,C=CC1(C)CC1
[CH2]C1C=CCC=C1,CC1C=CCC=C1
[CH2]C1CC(=C)C1,C=C1CC(C)C1
[CH]=C(C)C(=C)C,C=C(C)C(=C)C
[CH2]C=CCC1(CC=CC)C=CC=CC1,CC=CCC1(CC=CC)C=CC=CC1
C=C[CH]CC1(CC=CC)C=CC=CC1,C=CCCC1(CC=CC)C=CC=CC1
[CH]=CC(C)=CC,C=CC(C)=CC
C=C[CH]CCC=CCC1=CC=CCC1,C=CCCCC=CCC1=CC=CCC1
[CH2]C=CCCC=CCC1=CC=CCC1,CC=CCCC=CCC1=CC=CCC1
[CH]1CC=CC2CC12,C1=CC2CC2CC1
C#C[CH]CC,C#CCCC
[CH]=C=CCC,C=C=CCC
[CH]=C,C=C
C#CC1([O])OO1,C#CC1(O)OO1
[CH]1C=CC2C3C=CC(C3)C12,C1=CC2C3C=CC(C3)C2C1
[CH]1C=CC(C2C=CC=CC2)C1,C1=CCC(C2C=CCC2)C=C1
[CH]1C=CCC1C1C=CC=CC1,C1=CCC(C2CC=CC2)C=C1
[CH]1C=CCC1C1C=CCC=C1,C1=CC(C2CC=CC2)C=CC1
[CH]1C=CC(C2C=CCC=C2)C1,C1=CC(C2C=CCC2)C=CC1
C=C=CC[C](C)C(=C)C,C=C=CCC(C)C(=C)C
[CH2]C(C)=C(C)CC=C=C,C=C=CCC(C)=C(C)C
[C]1=COOC1,C1=COOC1
O=C=C1[CH]C1,O=C=C1CC1
O=[C]C1=CC1,O=CC1=CC1
C=[C]C1OO1,C=CC1OO1
[CH2]C=C1CC1,CC=C1CC1
C=C[C]1CC1,C=CC1CC1
C=[C]CC(=C)C,C=CCC(=C)C
[CH]=CC(=C)CC,C=CC(=C)CC
[CH2]C#CC,CC#CC
C=C=[C]C,C=C=CC
C=C[CH]CCC=CCC1C=CC=CC1,C=CCCCC=CCC1C=CC=CC1
[CH2]C=CCCC=CCC1C=CC=CC1,CC=CCCC=CCC1C=CC=CC1
C=CC1C[C]2C=CC1CC2,C=CC1CC2C=CC1CC2
C=CC1CC2=C[CH]C1CC2,C=CC1CC2=CCC1CC2
C=C1C=[C]CCC1,C=C1C=CCCC1
C[C]1CC2CC12,CC1CC2CC12
C=C[CH]CC(C=C)CC1C=CC=CC1,C=CCCC(C=C)CC1C=CC=CC1
[CH2]C=CCC(C=C)CC1C=CC=CC1,C=CC(CC=CC)CC1C=CC=CC1
CC=CC[C]1C=CC(C2C=CCC=C2)C1,CC=CCC1C=CC(C2C=CCC=C2)C1
CC=CCC1=C[CH]C(C2C=CCC=C2)C1,CC=CCC1=CCC(C2C=CCC=C2)C1
C#CO[CH2],C#COC
CC12[CH]CC1C2,CC12CCC1C2
CC1=CC=[C]CC1,CC1=CC=CCC1
CC=CCC1=CC(C2[CH]C=CC2)C=CC1,CC=CCC1=CC(C2CC=CC2)C=CC1
CC=CCC1=CC(C2C=C[CH]C2)C=CC1,CC=CCC1=CC(C2C=CCC2)C=CC1
[CH2]C#CC=C=O,CC#CC=C=O
C=C=[C]C=C=O,C=C=CC=C=O
C=C=C=C[C]=O,C=C=C=CC=O
[CH2]C=C=C,C=C=CC
C=[C]C=C,C=CC=C
C=C=C[CH]C(=C)C,C=C=CCC(=C)C
C=[C]C=CC(=C)C,C=CC=CC(=C)C
[CH2]C(C)=CC=C=C,C=C=CC=C(C)C
C#CC(=CC)O[O],C#CC(=CC)OO
C=C=CC([O])C=C,C=C=CC(O)C=C
[CH]=CCC(=C)C,C=CCC(=C)C
CC=C1[C]=COO1,CC=C1C=COO1
C[CH]C1=C=COO1,CCC1=C=COO1
C=CC#CC[C]=O,C=CC#CCC=O
[CH]=C(C)CC=C,C=CCC(=C)C
[CH2]C1(C)CC1=C,C=C1CC1(C)C
[CH]=CC(=C)C,C=CC(=C)C
C#C[C]=CO,C#CC=CO
[CH]=C=C=CO,C=C=C=CO
C=CC#CCO[O],C=CC#CCOO
[C]1=COC1,C1=COC1
C=C=C(C=C)O[O],C=C=C(C=C)OO
C=C[CH]CC1C=CC2C3C=CC(C3)C12,C=CCCC1C=CC2C3C=CC(C3)C12
[CH2]C=CCC1C=CC2C3C=CC(C3)C12,CC=CCC1C=CC2C3C=CC(C3)C12
[CH2]C1C=CC1,CC1C=CC1
C=C[CH]CC1C=CC(C2C=CCC=C2)C1,C=CCCC1C=CC(C2C=CCC=C2)C1
[CH2]C=CCC1C=CC(C2C=CCC=C2)C1,CC=CCC1C=CC(C2C=CCC=C2)C1
[CH]=CC=CC=C=O,C=CC=CC=C=O
C=C=CC[CH]C(=C)C,C=C=CCCC(=C)C
[CH2]C(C)=CCC=C=C,C=C=CCC=C(C)C
[CH2]C1=C(C)C1,CC1=C(C)C1
C=C1C[C]1C,C=C1CC1C
C=C[CH]CC1C=CCC1C1C=CCC=C1,C=CCCC1C=CCC1C1C=CCC=C1
[CH2]C=CCC1C=CCC1C1C=CCC=C1,CC=CCC1C=CCC1C1C=CCC=C1
C=C[CH]CC=C=CC,C=CCCC=C=CC
[CH2]C=CCC=C=CC,CC=C=CCC=CC
[CH]1C2C=CCC1C2,C1=CC2CC(C1)C2
C=C[CH]C#CC,C=CCC#CC
[CH2]C=CC#CC,CC#CC=CC
C=CC=C=[C]C,C=CC=C=CC
C=[C]CC=C,C=CCC=C
[c]1ccccc1,C1=CC=CC=C1
[C]1=CC=CC=C1,C1=CC=CC=C1
[CH2]C=C=CC=CC,CC=C=CC=CC
C=C[C]=CC=CC,C=CC=CC=CC
C=C=CC([O])C(=C)C(=C)C,C=C=CC(O)C(=C)C(=C)C
[CH2]C=CC1C=CC1,CC=CC1C=CC1
C=C[CH]C1C=CC1,C=CCC1C=CC1
C#C[CH2],C#CC
[CH]=C=C,C=C=C
[CH2]C#CC=CC,CC#CC=CC
C=C=[C]C=CC,C=C=CC=CC
C=C=C=C[CH]C,C=C=C=CCC
[CH2]C1CC1=C,C=C1CC1C
C#CC(=C)O[O],C#CC(=C)OO
C#CC1([CH]C)OO1,C#CC1(CC)OO1
C=CC#C[CH]C,C=CC#CCC
C=C[C]=C=CC,C=CC=C=CC
[CH2]C=C=C=CC,CC=C=C=CC
C#CO[O],C#COO
C=C=C=CCO[O],C=C=C=CCOO
C=C1[C]=COO1,C=C1C=COO1
[CH2]C1=C=COO1,CC1=C=COO1
CC1=[C]CC1,CC1=CCC1
C=C=CC[CH]C=C,C=C=CCCC=C
[CH2]C=CCC=C=C,C=C=CCC=CC
C1=CC2[C](C1)C1C=CC2C1,C1=CC2C3C=CC(C3)C2C1
C=C=C[CH]CC=C,C=C=CCCC=C
C=[C]C=CCC=C,C=CC=CCC=C
C=CC=CC=[C]C,C=CC=CC=CC
C#CC[CH2],C#CCC
[CH]=C(O)C#C,C#CC(=C)O
[CH2]C=C=CC=C,C=CC=C=CC
C=C[C]=CC=C,C=CC=CC=C
C#C[C]1CO1,C#CC1CO1
[CH]=C=C1CO1,C=C=C1CO1
[CH]=C1CC1=O,C=C1CC1=O
[CH2]C1=CC1,CC1=CC1
C=C1[CH]C1,C=C1CC1
[CH]=C=C=CC=O,C=C=C=CC=O
C#C[C]=CC=O,C#CC=CC=O
C#C[CH]CCC=C,C#CCCCC=C
[CH]=C=CCCC=C,C=C=CCCC=C
C=C=C=CO[O],C=C=C=COO
[CH2]C#CC=C,C=CC#CC
C=C=[C]C=C,C=C=CC=C
[CH2]C=C=C=C,C=C=C=CC
[C]#CCO,C#CCO
[C]1=CO1,C1=CO1
C#CC1([CH2])OO1,C#CC1(C)OO1
[C]1=CC=CC1,C1=CCC=C1
[C]1=CCC1,C1=CCC1
[C]#CO,C#CO
C=C[CH]C1=CC1,C=CCC1=CC1
[CH2]C=CC1=CC1,CC=CC1=CC1
C=CC=C1[CH]C1,C=CC=C1CC1
[C]#COC,C#COC
C=C1[C]=CO1,C=C1C=CO1
[CH2]C1=C=CO1,CC1=C=CO1
[CH]=C1CC1,C=C1CC1
[CH2]C1C=C1,CC1C=C1
C=[C]C=C=CC,C=CC=C=CC
C=C=C[C]=CC,C=C=CC=CC
[CH2]CC#CC=C,C=CC#CCC
[CH]=C=C=CC,C=C=C=CC
C#C[C]=CC,C#CC=CC
[CH]=C1C=CC=C1,C=C1C=CC=C1
C=C1[C]=CC1C,C=C1C=CC1C
[CH2]C1=C=CC1C,CC1=C=CC1C
CC1=[C]C1,CC1=CC1
C#CCC=[C]C,C#CCC=CC
[CH]1C=C1,C1=CC1
C#CC=[C]C,C#CC=CC
CC=C=C1[CH]C1,CC=C=C1CC1
CC=[C]C1=CC1,CC=CC1=CC1
[CH]=CC#CC,C=CC#CC
C#CC([O])C=C=C,C#CC(O)C=C=C
C=C1[C]=CC1,C=C1C=CC1
[CH2]C1=C=CC1,CC1=C=CC1
[CH]=CC=C=C,C=C=CC=C
[CH]=C(C)C#C,C#CC(=C)C
[C]1=CC1,C1=CC1
[CH]=CCC#C,C#CCC=C
C=C=C1[CH]C1,C=C=C1CC1
C=[C]C1=CC1,C=CC1=CC1
C1=CC[CH]CCC=1,C1=CCCCCC=1
[C]#CC,C#CC
[CH2]C#CC=C=C,C=C=CC#CC
C=C=[C]C=C=C,C=C=CC=C=C
C=[C]C=C=C=C,C=C=C=CC=C
[CH]=C=C=CC=C,C=C=C=CC=C
C#C[C]=CC=C,C#CC=CC=C
[C]#C,C#C
[CH]=CC=CC#C,C#CC=CC=C
C=C1[C]=CC1=C,C=C1C=CC1=C
[CH2]C1=C=CC1=C,C=C1C=C=C1C
C=C=C1[CH]C1=C,C=C=C1CC1=C
C=[C]C1=CC1=C,C=CC1=CC1=C
[CH2]C1=CC1=C=C,C=C=C1C=C1C
[CH]=C1C=C1,C=C1C=C1
C1=C[CH]C=1,C1=CCC=1
[C]1=CC=C1,C1=CC=C1
C=C=C1C=[C]C1,C=C=C1C=CC1
[CH2]C1=CC#CC1,CC1=CC#CC1
C=C1[CH]C#CC1,C=C1CC#CC1
C=C1C=C=[C]C1,C=C1C=C=CC1
